CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
less_0,14,all_credits_paid_back,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,25,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.970260192
0_to_200,4,all_credits_paid_back,education,4671,less_100,1_to_4,3,male,none,2,car_other,20,none,own,1,management_self-employed,1,none,yes,Risk,No Risk,0.863601593
0_to_200,20,credits_paid_to_date,furniture,1448,less_100,unemployed,1,female,co-applicant,3,real_estate,36,bank,own,1,unemployed,1,yes,yes,No Risk,No Risk,0.810571371
no_checking,43,prior_payments_delayed,furniture,4460,greater_1000,greater_7,4,male,co-applicant,3,car_other,46,none,free,2,skilled,1,none,yes,Risk,Risk,0.196843641
0_to_200,15,credits_paid_to_date,car_used,1358,500_to_1000,4_to_7,3,female,none,2,savings_insurance,36,none,own,2,skilled,2,none,yes,Risk,No Risk,0.777558692
less_0,4,credits_paid_to_date,education,250,less_100,less_1,1,male,none,2,savings_insurance,36,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.939345957
no_checking,43,outstanding_credit,education,6819,greater_1000,greater_7,5,male,co-applicant,4,unknown,45,none,free,2,skilled,1,yes,yes,Risk,Risk,0.079973309
no_checking,14,credits_paid_to_date,retraining,1609,less_100,1_to_4,3,male,none,2,savings_insurance,49,none,own,1,management_self-employed,1,none,no,No Risk,No Risk,0.846937869
0_to_200,14,prior_payments_delayed,appliances,5305,less_100,1_to_4,2,female,none,2,car_other,41,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.800402708
no_checking,33,prior_payments_delayed,vacation,7045,500_to_1000,greater_7,5,male,none,4,unknown,30,none,free,2,skilled,2,yes,yes,No Risk,Risk,0.32930356
less_0,21,prior_payments_delayed,business,4308,less_100,greater_7,4,male,none,3,savings_insurance,29,bank,own,2,unskilled,2,yes,yes,No Risk,No Risk,0.684116437
no_checking,12,credits_paid_to_date,repairs,2309,less_100,4_to_7,3,male,none,2,real_estate,54,none,own,1,management_self-employed,1,none,yes,Risk,No Risk,0.733648248
less_0,13,prior_payments_delayed,furniture,1570,less_100,1_to_4,2,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.861922181
less_0,4,all_credits_paid_back,education,250,less_100,1_to_4,1,female,none,2,real_estate,27,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9724440999999999
no_checking,24,prior_payments_delayed,car_used,6334,greater_1000,4_to_7,4,male,guarantor,5,car_other,55,none,free,2,skilled,1,yes,yes,Risk,Risk,0.247275601
0_to_200,20,prior_payments_delayed,furniture,1438,500_to_1000,1_to_4,3,male,none,4,real_estate,44,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.7289816590000001
less_0,9,credits_paid_to_date,furniture,2316,100_to_500,4_to_7,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,Risk,No Risk,0.7767802220000001
no_checking,13,outstanding_credit,radio_tv,3025,unknown,1_to_4,2,male,none,4,savings_insurance,45,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.670312696
no_checking,26,prior_payments_delayed,radio_tv,4815,100_to_500,1_to_4,3,male,none,3,car_other,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.632395019
less_0,30,prior_payments_delayed,radio_tv,2305,greater_1000,1_to_4,2,male,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.72527661
0_to_200,15,no_credits,car_new,784,less_100,1_to_4,2,male,none,2,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.834677439
less_0,4,all_credits_paid_back,car_new,625,less_100,1_to_4,2,male,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.9565878879999999
0_to_200,25,credits_paid_to_date,car_new,2371,500_to_1000,less_1,2,male,none,3,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8330316520000001
less_0,9,prior_payments_delayed,car_used,250,less_100,4_to_7,1,female,co-applicant,1,car_other,31,stores,free,1,unskilled,1,yes,yes,No Risk,No Risk,0.830396508
greater_200,21,prior_payments_delayed,car_used,6814,100_to_500,4_to_7,3,male,none,4,car_other,44,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.574905191
no_checking,53,outstanding_credit,repairs,9741,greater_1000,greater_7,5,male,co-applicant,5,car_other,29,none,free,3,skilled,1,yes,yes,Risk,Risk,0.11832284300000001
no_checking,27,prior_payments_delayed,appliances,6034,100_to_500,greater_7,4,male,none,4,unknown,60,none,free,2,skilled,1,yes,yes,Risk,Risk,0.233553116
less_0,11,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,1,real_estate,21,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.978468606
no_checking,29,outstanding_credit,business,6174,greater_1000,1_to_4,3,male,none,3,car_other,48,none,own,2,skilled,1,none,yes,No Risk,Risk,0.4964146
no_checking,28,prior_payments_delayed,car_used,5991,unknown,greater_7,3,male,co-applicant,5,unknown,41,stores,free,3,skilled,2,yes,yes,Risk,Risk,0.21027388600000002
0_to_200,19,prior_payments_delayed,radio_tv,3041,100_to_500,1_to_4,3,male,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.82425884
0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,1,savings_insurance,19,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.969809626
no_checking,25,prior_payments_delayed,radio_tv,7843,100_to_500,4_to_7,4,male,none,4,unknown,45,none,free,2,skilled,1,yes,yes,Risk,Risk,0.294217695
less_0,15,credits_paid_to_date,car_new,967,less_100,4_to_7,1,male,none,3,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.902315188
less_0,24,credits_paid_to_date,furniture,2469,less_100,less_1,1,male,none,1,car_other,21,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.873282001
no_checking,33,outstanding_credit,furniture,4613,greater_1000,4_to_7,4,male,none,5,unknown,51,none,own,2,skilled,2,yes,yes,Risk,Risk,0.288849979
less_0,23,credits_paid_to_date,furniture,4449,less_100,less_1,2,male,none,2,car_other,32,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.812281492
no_checking,20,credits_paid_to_date,car_new,1017,100_to_500,4_to_7,3,male,none,4,savings_insurance,37,stores,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.597050723
no_checking,28,prior_payments_delayed,radio_tv,5584,100_to_500,1_to_4,4,male,guarantor,4,car_other,49,none,own,2,skilled,1,yes,yes,Risk,Risk,0.376010212
less_0,4,all_credits_paid_back,education,250,100_to_500,1_to_4,1,female,none,2,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.958771796
no_checking,43,outstanding_credit,education,7926,greater_1000,greater_7,4,male,co-applicant,5,car_other,44,none,free,2,skilled,1,yes,yes,Risk,Risk,0.09467051
0_to_200,20,all_credits_paid_back,car_used,250,less_100,4_to_7,3,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.898891895
no_checking,26,prior_payments_delayed,car_used,4428,100_to_500,greater_7,3,male,none,4,car_other,43,none,own,1,skilled,1,none,yes,Risk,Risk,0.48476372
greater_200,11,credits_paid_to_date,car_new,1541,less_100,4_to_7,2,male,none,3,real_estate,23,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.91274714
no_checking,45,prior_payments_delayed,radio_tv,9701,unknown,greater_7,6,male,co-applicant,4,unknown,49,none,free,3,skilled,2,yes,yes,Risk,Risk,0.07541233900000001
0_to_200,13,credits_paid_to_date,vacation,536,less_100,1_to_4,3,female,none,2,real_estate,30,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.9666557259999999
no_checking,32,prior_payments_delayed,vacation,7594,100_to_500,4_to_7,5,male,none,5,car_other,44,none,free,2,management_self-employed,1,none,yes,No Risk,Risk,0.46249327
no_checking,21,outstanding_credit,radio_tv,5628,500_to_1000,4_to_7,4,male,none,3,car_other,47,none,own,2,management_self-employed,1,yes,yes,Risk,Risk,0.45411098200000005
0_to_200,31,credits_paid_to_date,appliances,4566,500_to_1000,4_to_7,4,male,none,4,car_other,32,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.5971973279999999
0_to_200,18,credits_paid_to_date,car_used,3336,less_100,unemployed,3,male,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.901370922
no_checking,40,prior_payments_delayed,appliances,5697,unknown,4_to_7,3,male,co-applicant,3,car_other,45,none,own,2,skilled,2,yes,yes,Risk,Risk,0.24444730899999997
0_to_200,16,prior_payments_delayed,radio_tv,2206,greater_1000,4_to_7,3,male,none,4,car_other,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.6934545329999999
no_checking,27,prior_payments_delayed,appliances,5031,greater_1000,4_to_7,4,male,none,3,car_other,47,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.387552446
0_to_200,9,prior_payments_delayed,furniture,2776,less_100,4_to_7,2,male,none,3,savings_insurance,42,none,own,2,skilled,2,yes,yes,No Risk,No Risk,0.7317844720000001
no_checking,26,outstanding_credit,appliances,5139,unknown,4_to_7,4,male,none,4,savings_insurance,44,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.49627066299999995
less_0,9,no_credits,car_new,250,less_100,less_1,1,male,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.978468606
0_to_200,19,credits_paid_to_date,car_new,2786,less_100,1_to_4,2,male,none,2,real_estate,34,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.8546500640000001
less_0,8,credits_paid_to_date,car_new,250,500_to_1000,unemployed,1,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.972680232
0_to_200,18,credits_paid_to_date,car_new,2308,less_100,unemployed,1,female,none,3,savings_insurance,35,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.84441983
less_0,24,credits_paid_to_date,vacation,843,less_100,4_to_7,2,male,none,1,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.893661112
no_checking,29,prior_payments_delayed,appliances,5390,500_to_1000,1_to_4,4,male,none,3,savings_insurance,43,none,own,2,management_self-employed,1,none,yes,Risk,No Risk,0.617834031
0_to_200,4,prior_payments_delayed,car_new,990,less_100,1_to_4,3,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.92528584
no_checking,26,prior_payments_delayed,car_used,6449,100_to_500,greater_7,4,male,none,3,car_other,56,none,free,2,skilled,1,none,yes,Risk,Risk,0.36511577700000003
0_to_200,15,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9560497109999999
no_checking,24,prior_payments_delayed,furniture,5483,100_to_500,less_1,3,male,none,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.670366154
0_to_200,13,credits_paid_to_date,repairs,250,less_100,4_to_7,3,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.92636983
0_to_200,18,credits_paid_to_date,appliances,3204,500_to_1000,4_to_7,3,male,none,3,real_estate,35,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.7830615059999999
0_to_200,7,prior_payments_delayed,car_used,1974,less_100,less_1,3,female,none,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.916496124
less_0,13,all_credits_paid_back,car_used,598,less_100,less_1,2,female,none,1,real_estate,22,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.929126331
no_checking,33,prior_payments_delayed,furniture,4791,500_to_1000,4_to_7,3,male,none,4,savings_insurance,25,stores,own,2,unskilled,1,yes,yes,Risk,No Risk,0.582386292
0_to_200,26,credits_paid_to_date,furniture,2040,greater_1000,greater_7,4,male,none,2,car_other,36,stores,own,1,unskilled,2,none,yes,No Risk,No Risk,0.738209642
less_0,4,prior_payments_delayed,car_new,2172,500_to_1000,1_to_4,3,female,none,3,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.846618547
no_checking,28,prior_payments_delayed,radio_tv,7308,100_to_500,1_to_4,4,female,none,4,unknown,42,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.556073395
less_0,16,prior_payments_delayed,furniture,2467,500_to_1000,4_to_7,3,male,none,1,car_other,26,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.786275965
less_0,24,prior_payments_delayed,car_new,2595,less_100,1_to_4,2,female,none,3,car_other,39,stores,own,2,skilled,2,none,yes,No Risk,No Risk,0.675831685
0_to_200,6,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9834559140000001
0_to_200,24,outstanding_credit,appliances,4071,100_to_500,4_to_7,4,female,co-applicant,2,car_other,46,none,own,1,skilled,1,none,yes,Risk,No Risk,0.647708421
no_checking,40,outstanding_credit,other,4077,unknown,greater_7,4,male,none,3,car_other,49,bank,own,2,unemployed,2,yes,yes,Risk,Risk,0.274634456
0_to_200,42,credits_paid_to_date,appliances,4432,100_to_500,1_to_4,3,female,none,2,savings_insurance,30,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.759375789
less_0,5,prior_payments_delayed,car_new,250,less_100,1_to_4,2,female,none,1,savings_insurance,28,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.9179154909999999
no_checking,47,outstanding_credit,other,8538,greater_1000,greater_7,4,male,co-applicant,3,unknown,47,bank,own,2,unemployed,2,yes,yes,Risk,Risk,0.24665731600000002
no_checking,21,outstanding_credit,radio_tv,6022,500_to_1000,4_to_7,4,male,none,3,car_other,29,none,own,1,management_self-employed,1,yes,yes,Risk,No Risk,0.588052228
less_0,22,credits_paid_to_date,radio_tv,1601,less_100,1_to_4,2,male,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.759726675
less_0,20,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.9056409529999999
less_0,17,prior_payments_delayed,repairs,4227,less_100,4_to_7,4,male,none,3,savings_insurance,28,none,free,2,skilled,1,none,yes,Risk,No Risk,0.7997718220000001
no_checking,48,outstanding_credit,retraining,5786,greater_1000,greater_7,5,male,co-applicant,4,unknown,35,none,free,2,skilled,1,none,yes,Risk,Risk,0.16964180399999998
greater_200,32,outstanding_credit,furniture,7759,500_to_1000,1_to_4,3,male,none,2,unknown,43,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.553152315
no_checking,20,credits_paid_to_date,furniture,4670,500_to_1000,1_to_4,4,male,none,3,car_other,51,none,free,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.625409413
0_to_200,27,outstanding_credit,furniture,2709,100_to_500,less_1,3,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.783659592
no_checking,42,prior_payments_delayed,radio_tv,5375,500_to_1000,4_to_7,4,male,none,3,savings_insurance,30,none,free,2,skilled,1,yes,yes,No Risk,No Risk,0.521555873
less_0,11,prior_payments_delayed,car_used,2864,500_to_1000,less_1,3,female,none,3,car_other,37,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.814556018
no_checking,21,outstanding_credit,car_used,2079,unknown,greater_7,4,male,guarantor,3,car_other,45,none,free,1,skilled,1,yes,yes,Risk,Risk,0.339823575
less_0,14,prior_payments_delayed,furniture,3373,less_100,less_1,3,male,none,3,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.88170437
0_to_200,37,outstanding_credit,furniture,874,500_to_1000,greater_7,3,male,none,4,car_other,43,bank,own,1,unemployed,1,yes,yes,No Risk,Risk,0.462689449
no_checking,29,outstanding_credit,repairs,5831,500_to_1000,greater_7,5,male,none,5,unknown,54,none,free,2,skilled,2,yes,yes,Risk,Risk,0.206585355
less_0,7,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
no_checking,26,prior_payments_delayed,furniture,6346,greater_1000,4_to_7,4,male,none,5,savings_insurance,46,none,own,3,management_self-employed,2,none,yes,Risk,No Risk,0.525962193
no_checking,24,prior_payments_delayed,repairs,2321,100_to_500,1_to_4,2,female,none,3,savings_insurance,51,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.691813413
less_0,11,credits_paid_to_date,furniture,907,less_100,1_to_4,3,female,none,2,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9547302129999999
less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9724440999999999
no_checking,49,outstanding_credit,repairs,6166,unknown,4_to_7,4,male,co-applicant,3,unknown,49,none,free,2,skilled,2,yes,yes,Risk,Risk,0.131965224
0_to_200,15,prior_payments_delayed,radio_tv,2125,less_100,less_1,3,male,none,2,real_estate,20,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.8907013140000001
0_to_200,27,outstanding_credit,appliances,5026,500_to_1000,greater_7,3,male,co-applicant,4,unknown,54,bank,own,2,unemployed,1,yes,yes,No Risk,Risk,0.306050416
less_0,4,all_credits_paid_back,vacation,250,less_100,less_1,1,male,none,2,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
0_to_200,24,outstanding_credit,car_used,7670,100_to_500,greater_7,3,male,co-applicant,3,unknown,46,bank,own,2,unskilled,1,yes,yes,No Risk,Risk,0.427228303
0_to_200,30,outstanding_credit,furniture,2018,500_to_1000,greater_7,4,male,guarantor,4,car_other,33,bank,own,2,unemployed,1,yes,yes,No Risk,Risk,0.390029164
no_checking,29,outstanding_credit,furniture,4994,unknown,4_to_7,3,male,none,3,unknown,50,bank,own,2,unemployed,1,yes,yes,No Risk,Risk,0.381803109
0_to_200,19,prior_payments_delayed,retraining,424,100_to_500,1_to_4,1,male,none,3,car_other,24,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.8151413040000001
no_checking,34,outstanding_credit,furniture,6091,greater_1000,4_to_7,4,male,none,5,unknown,45,stores,free,2,unskilled,2,yes,yes,No Risk,Risk,0.288043443
greater_200,21,credits_paid_to_date,furniture,2716,less_100,4_to_7,4,female,none,4,car_other,43,bank,own,1,unskilled,1,none,no,No Risk,No Risk,0.661227838
0_to_200,17,prior_payments_delayed,retraining,4261,less_100,less_1,2,male,none,1,savings_insurance,40,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.7814288220000001
less_0,17,credits_paid_to_date,furniture,2660,less_100,4_to_7,2,male,none,3,car_other,21,stores,rent,1,skilled,1,none,yes,Risk,No Risk,0.8625731409999999
less_0,16,prior_payments_delayed,car_used,3954,less_100,4_to_7,3,male,none,3,car_other,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7742640479999999
0_to_200,8,prior_payments_delayed,car_new,250,greater_1000,4_to_7,3,female,none,1,real_estate,22,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.94607609
no_checking,26,outstanding_credit,radio_tv,6940,500_to_1000,1_to_4,4,male,none,5,savings_insurance,38,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.60892476
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.957543237
no_checking,32,prior_payments_delayed,appliances,6642,greater_1000,greater_7,4,male,co-applicant,5,unknown,53,none,own,2,management_self-employed,2,yes,yes,Risk,Risk,0.09055626300000001
no_checking,10,prior_payments_delayed,retraining,6820,100_to_500,1_to_4,4,male,none,4,savings_insurance,42,none,own,1,management_self-employed,2,yes,yes,No Risk,No Risk,0.718792386
0_to_200,19,prior_payments_delayed,car_used,3476,100_to_500,1_to_4,3,male,none,4,savings_insurance,39,none,own,1,skilled,2,yes,yes,Risk,No Risk,0.7098075770000001
less_0,13,all_credits_paid_back,retraining,250,less_100,4_to_7,3,female,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.9364523109999999
0_to_200,31,outstanding_credit,appliances,3656,unknown,4_to_7,4,male,none,3,car_other,41,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.55956629
0_to_200,4,prior_payments_delayed,car_new,2104,less_100,less_1,2,female,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,Risk,No Risk,0.864739667
